회색에 이어서 검정도샀는데 사이즈도그렇고 이쁩니다 집업이 위아래다되는게 좋은거같아요,5.0
검정색 사고 좋아서 회색도 샀습니다 후드집업은 여기 것만 입겠습니다,5.0
기본적으로 자크가 견고하고 ykk사 제품이라 고급지고요 옷자체도 굉장히 이쁩니다,5.0
기본 이너템으로 완전좋습니다 옷이좀 무거운감이 있는거같기도,5.0
171/63 M으로 사면 이너로 입기 정말 좋아요 단품으로 입기에는 살짝 심심한거 같아요!,5.0
정핏인데 기장은 조금 길어유 이너로 입기 좋은옷이에요,5.0
"유투브보고 구매했는데 기본템이다 생각했는데 막상받아보니 지퍼색감도좋고
아주 만족스럽습니다.",5.0
"기본에 충실한 후드집업 입니다.
사이즈는 살짝 루즈하게 잘 맞아요.
후드가 크긴 큰가봐요.
저의 큰 머리가 다 담기고도 널널하게 남네요ㅋㅋ",5.0
탄탄하고 짱짱한느낌에 지퍼색감도좋고 아주대만족 무난한템시킨건데 이쁘다는생각이 듭니다.,5.0
그냥저냥 딱 가격값합니다 그렇지만 만족합니당,4.0
시보리 짱짱하고 입었을 때 너무너무너무 편한 것 ㅏ같아요ㅔ,5.0
여기 브랜드 옷 전부 좋습니다- 핏이랑 두께감 색상 모두 만족합니다,5.0
"하나씩 가지고 있어야 할 만큼 기본입니다!
세미 오버핏에 살짝 거친느낌이 힘도 있고 
원단도 좋습니다",5.0
상품 너무잘맞고 색상도좋습니다. 후드집업 만족합니다. 후드는 멜란지!!,5.0
"좋은 원단은 아니네유 가격대비 기녕
사이즈는 살짝 핏하게",3.0
아우터로 입으시려면 정사이즈 이너로 입으시려면 한사이즈 다운해서 구입하세용,5.0
세미오버핏으로 단품으로도 괜찮고 이너로도 괜찮네요 가성비 아주좋습니다.,5.0
"생각보다 너무 좋은제품입니다ㅎㅎ
검은색 추매 각입니다ㅋ",5.0
xl 시켰는데 괜찮게 핏 나와요 구매 하겨도 될 듯,5.0
더이상 말할 나위 없이 좋아요 그냥 이너로 하나 사 두면 좋어요,5.0
짱짱하고 좋아요 핏도 괜찮고 무난해서 이쁜거같아요,5.0
투웨이 집업이라 코디하기 좋습니다. 기본템으로 안성맞춤이에요,5.0
청자켓같은거 안에 입기 좋은 사이즈 입니다 추천해요,4.0
"원단 사이즈 두께감
퀄리티 모두 꽤 좋습니다.
잘입을께요",5.0
"확실히 가성비대비 이너로 입기 매우좋습니다.
추천",5.0
매우 잘입고있습니다 정말 가성비 완전좋고 사기잘했어요,5.0
레이어드로 입으려고 샀는데 막상 사니까 레이어드로 잘 안 입게 되버리네요.. 전체적인 디테일이나 마감은 좋아요!,5.0
이너로 입을려고 삿는데 사이즈도 핏도 너무 이뻐요~!,5.0
생각보다 잘 쓰기 힘듬 물론 취향차이라 잘입고 다니시는분들은 잘입고다닐듯,3.0
평소에 집업이랑 레이어드하는걸 좋아하는데 멜마후드집업은 모자 부분을 짱짱하게 잡아줘서 더 예쁜거같습니다.,5.0
후드 기본템으로 강추임 어떤 옷이랑 입어도 잘맞음,5.0
색도 맘에들고 사이즈도 맞고 따뜻하게 잘입겟습니다,5.0
"무탠다드랑 고민하다가 요고삿어여
둘다좋은데 이게 사이즈가 좀더 크게나어ㅏ서 삿어여",5.0
"이너용으로 구매했는데 적당해요
색도 무난하고
편하고
가성비 좋아서 집업 맛집이네요!",5.0
멜란지 후드티 짱짱하고 좋습니다!! 이너용으로 좋아요,5.0
180/80 안에 티입고 탁 맞음 이너로 입으려샀는데 단품입어도 좋을 듯,5.0
제가 입던 사이즈보다 한 사이즈 작게 주문하시면 레이어드 집업으로 딱 인거 같아요,5.0
"이건좀 맘에듬 나쁘지않아요 살짝 작은 느낌,좀 돈값함하는거 같어 오라이",5.0
